流浪,liu2lang4,to drift about;to wander;to roam;nomadic;homeless;unsettled (e.g. population);vagrant
论证,lun4zheng4,to prove a point;proof;to expound on;demonstrate or prove (through argument)
埋葬,mai2zang4,to bury
没辙,mei2zhe2,(idiom) unable to solve;no way to escape a problem
密封,mi4feng1,seal up
名额,ming2e2,fixed number of people;quota
墨水儿,mo4shui3r,ink;CL:瓶[ping2]
内在,nei4zai4,intrinsic;innate
挪,nuo2,to shift;to move
庞大,pang2da4,huge;enormous;tremendous
脾气,pi2qi,temperament;disposition;temper;CL:個|个[ge4]
品尝,pin3chang2,to taste a small amount;to sample
破例,po4li4,to make an exception
旗帜,qi2zhi4,ensign;flag
迄今为止,qi4jin1wei2zhi3,so far;up to now;still (not)
迁徙,qian1xi3,to migrate;to move
侵犯,qin1fan4,to infringe on;to encroach on;to violate
清醒,qing1xing3,clear-headed;sober;awake
渠道,qu2dao4,irrigation ditch;medium or channel of communication
确立,que4li4,to establish;to institute
人士,ren2shi4,person;figure;public figure
容纳,rong2na4,to hold;to contain;to accommodate;to tolerate (different opinions)
啥,sha2,(dialect) what
奢侈,she1chi3,luxurious;extravagant;wasteful
神色,shen2se4,expression;look
生态,sheng1tai4,way of life;ecology
狮子,shi1zi,lion
十足,shi2zu2,ample;complete;hundred percent;a pure shade (of some color)
事务,shi4wu4,(political, economic etc) affairs;work
授予,shou4yu3,to award;to confer
衰退,shuai1tui4,to decline;to fall;to drop;to falter;a decline;recession (in economics)
肆无忌惮,si4wu2ji4dan4,absolutely unrestrained;unbridled;without the slightest scruple
随意,sui2yi4,as one wishes;according to one's wishes;at will;voluntary;conscious
探测,tan4ce4,to probe;to take readings;to explore;exploration
提炼,ti2lian4,to extract (ore, minerals etc);to refine;to purify;to process
调节,tiao2jie2,to adjust;to regulate;to harmonize;to reconcile (accountancy etc)
同胞,tong2bao1,born of the same parents;fellow citizen or countryman
土壤,tu3rang3,soil
唾沫,tuo4mo,spittle;saliva
挽回,wan3hui2,to retrieve;to redeem
唯独,wei2du2,only;just (i.e. it is only that...);all except;unique
文物,wen2wu4,cultural relic;historical relic;CL:件[jian4],個|个[ge4]
无可奈何,wu2ke3nai4he2,have no way out;have no alternative;abbr. to 無奈|无奈 [wu2 nai4]
务实,wu4shi2,pragmatic;dealing with concrete issues
细致,xi4zhi4,delicate;fine;careful;meticulous;painstaking
嫌疑,xian2yi2,suspicion;(be) suspected (of)
响亮,xiang3liang4,loud and clear;resounding
效益,xiao4yi4,benefit
薪水,xin1shui3,salary;wage
形态,xing2tai4,shape;form;pattern;morphology
修养,xiu1yang3,accomplishment;training;self-cultivation
悬崖峭壁,xuan2ya2qiao4bi4,cliffside
压岁钱,ya1sui4qian2,money given to children as new year present
延伸,yan2shen1,to extend;to spread
验证,yan4zheng4,to inspect and verify;experimental verification
依次,yi1ci4,in order;in succession
一再,yi1zai4,repeatedly
意料,yi4liao4,to anticipate;to expect;to reckon ahead
引用,yin3yong4,to quote;to cite;to recommend;to appoint
踊跃,yong3yue4,to leap;to jump;eager;enthusiastically
渔民,yu2min2,fisherman;fisher folk
原理,yuan2li3,principle;theory
砸,za2,smash;smashed;to fail;to get it wrong
糟蹋,zao1ta4,to waste;to wreck;to despoil;to abuse;to slander;to insult;to defile;to trample on
沾光,zhan1guang1,to bask in the light;fig. to benefit from association with sb or sth;reflected glory
帐篷,zhang4peng,tent;CL:頂|顶[ding3],座[zuo4]
真相,zhen1xiang4,the truth about sth;the actual facts
征收,zheng1shou1,to levy (a fine);to impose (a tariff)
枝,zhi1,branch;classifier for sticks, rods, pencils etc
指定,zhi3ding4,to appoint;to assign;to indicate clearly and with certainty;designated
志气,zhi4qi4,ambition;resolve;backbone;drive;spirit
种子,zhong3zi,seed;CL:顆|颗[ke1],粒[li4]
逐年,zhu2nian2,year after year;with each passing year;over the years
著作,zhu4zuo4,to write;literary work;book;article;writings;CL:部[bu4]
幢,zhuang4,tents;classifier for houses
滋长,zi1zhang3,to grow (usually of abstract things);to yield;to develop
走私,zou3si1,to smuggle;to have an illicit affair
作废,zuo4fei4,to become invalid;to cancel;to delete;to nullify
