沿海,yan2hai3,coastal
眼色,yan3se4,a wink;to signal with one's eyes
遥远,yao2yuan3,distant;remote
依赖,yi1lai4,to depend on;to be dependent on
以便,yi3bian4,so that;so as to;in order to
阴谋,yin1mou2,plot;conspiracy
荧屏,ying2ping2,fluorescent screen;TV screen
油腻,you2ni4,grease;greasy food;oily;rich (of food);fatty;greasy and dirty;a slippery character
预赛,yu4sai4,preliminary competition;to hold preliminary heats
元宵节,Yuan2xiao1jie2,Lantern festival, the final event of the Spring festival 春節|春节, on 15th of first month of the lunar calendar
再接再厉,zai4jie1zai4li4,to continue the struggle (idiom);to persist;unremitting efforts
增添,zeng1tian1,add to;increase
占据,zhan4ju4,to occupy;to hold
照耀,zhao4yao4,shine;illuminate
镇静,zhen4jing4,calm;cool
正规,zheng4gui1,regular;according to standards
支柱,zhi1zhu4,mainstay;pillar;prop;backbone
制裁,zhi4cai2,to punish;punishment;sanctions (incl. economic)
终究,zhong1jiu1,in the end;after all is said and done
周密,zhou1mi4,careful;thorough
助理,zhu4li3,assistant
转达,zhuan3da2,to pass on;to convey;to communicate
着手,zhuo2shou3,to put one's hand to it;to start out on a task;to set out
自主,zi4zhu3,to act for oneself;autonomous
阻挠,zu3nao2,to thwart;to obstruct (sth)
